1,和歌山市,ワカヤマシ,1
2,海南市,カイナンシ,1
3,橋本市,ハシモトシ,1
4,有田市,アリダシ,1
5,御坊市,ゴボウシ,1
6,田辺市,タナベシ,1
7,新宮市,シングウシ,1
8,下津町,シモツチョウ,2
9,野上町,ノカミチョウ,2
10,美里町,ミサトチョウ,2
11,打田町,ウチタチョウ,2
12,粉河町,コカワチョウ,2
13,那賀町,ナガチョウ,2
14,桃山町,モモヤマチョウ,2
15,貴志川町,キシガワチョウ,2
16,岩出町,イワデチョウ,2
17,かつらぎ町,カツラギチョウ,2
18,高野口町,コウヤグチチョウ,2
19,九度山町,クドヤマチョウ,2
20,高野町,コウヤチョウ,2
21,花園村,ハナゾノムラ,4
22,湯浅町,ユアサチョウ,2
23,広川町,ヒロガワチョウ,2
24,吉備町,キビチョウ,2
25,金屋町,カナヤチョウ,2
26,清水町,シミズチョウ,2
27,美浜町,ミハマチョウ,2
28,日高町,ヒダカチョウ,2
29,由良町,ユラチョウ,2
30,川辺町,カワベチョウ,2
31,中津村,ナカツムラ,4
32,美山村,ミヤマムラ,4
33,龍神村,リュウジンムラ,4
34,南部川村,ミナベガワムラ,4
35,南部町,ミナベチョウ,2
36,印南町,イナミチョウ,2
37,白浜町,シラハマチョウ,2
38,中辺路町,ナカヘチチョウ,2
39,大塔村,オオトウムラ,4
40,上富田町,カミトンダチョウ,2
41,日置川町,ヒキガワチョウ,2
42,すさみ町,スサミチョウ,2
43,串本町,クシモトチョウ,2
44,那智勝浦町,ナチカツウラチョウ,2
45,太地町,タイジチョウ,2
46,古座町,コザチョウ,2
47,古座川町,コザガワチョウ,2
48,熊野川町,クマノガワチョウ,2
49,本宮町,ホングウチョウ,2
50,北山村,キタヤマムラ,4
