1,水戸市,ミトシ,1
2,日立市,ヒタチシ,1
3,土浦市,ツチウラシ,1
4,古河市,コガシ,1
5,石岡市,イシオカシ,1
6,下館市,シモダテシ,1
7,結城市,ユウキシ,1
8,龍ケ崎市,リュウガサキシ,1
9,下妻市,シモツマシ,1
10,水海道市,ミツカイドウシ,1
11,常陸太田市,ヒタチオオタシ,1
12,高萩市,タカハギシ,1
13,北茨城市,キタイバラキシ,1
14,笠間市,カサマシ,1
15,取手市,トリデシ,1
16,岩井市,イワイシ,1
17,牛久市,ウシクシ,1
18,つくば市,ツクバシ,1
19,ひたちなか市,ヒタチナカシ,1
20,鹿嶋市,カシマシ,1
21,茨城町,イバラキマチ,3
22,小川町,オガワマチ,3
23,美野里町,ミノリマチ,3
24,内原町,ウチハラマチ,3
25,常北町,ジョウホクマチ,3
26,桂村,カツラムラ,4
27,御前山村,ゴゼンヤマムラ,4
28,大洗町,オオアライマチ,3
29,友部町,トモベマチ,3
30,岩間町,イワママチ,3
31,七会村,ナナカイムラ,4
32,岩瀬町,イワセマチ,3
33,東海村,トウカイムラ,4
34,那珂町,ナカマチ,3
35,瓜連町,ウリズラマチ,3
36,大宮町,オオミヤマチ,3
37,山方町,ヤマガタマチ,3
38,美和村,ミワムラ,4
39,緒川村,オガワムラ,4
40,金砂郷町,カナサゴウマチ,3
41,水府村,スイフムラ,4
42,里美村,サトミムラ,4
43,大子町,ダイゴマチ,3
44,十王町,ジュウオウマチ,3
45,旭村,アサヒムラ,4
46,鉾田町,ホコタマチ,3
47,大洋村,タイヨウムラ,4
48,神栖町,カミスマチ,3
49,波崎町,ハサキマチ,3
50,麻生町,アソウマチ,3
51,牛堀町,ウシボリマチ,3
52,潮来町,イタコマチ,3
53,北浦町,キタウラマチ,3
54,玉造町,タマツクリマチ,3
55,江戸崎町,エドサキマチ,3
56,美浦村,ミホムラ,4
57,阿見町,アミマチ,3
58,茎崎町,クキザキマチ,3
59,新利根町,シントネマチ,3
60,河内町,カワチマチ,3
61,桜川村,サクラガワムラ,4
62,東町,アズママチ,3
63,霞ヶ浦町,カスミガウラマチ,3
64,玉里村,タマリムラ,4
65,八郷町,ヤサトマチ,3
66,千代田村,チヨダムラ,4
67,新治村,ニイハリムラ,4
68,伊奈町,イナマチ,3
69,谷和原村,ヤワラムラ,4
70,関城町,セキジョウマチ,3
71,明野町,アケノマチ,3
72,真壁町,マカベマチ,3
73,大和村,ヤマトムラ,4
74,協和町,キョウワマチ,3
75,八千代町,ヤチヨマチ,3
76,千代川村,チヨカワムラ,4
77,石下町,イシゲマチ,3
78,総和町,ソウワマチ,3
79,五霞町,ゴカマチ,3
80,三和町,サンワマチ,3
81,猿島町,サシママチ,3
82,境町,サカイマチ,3
83,守谷町,モリヤマチ,3
84,藤代町,フジシロマチ,3
85,利根町,トネマチ,3
